product_id,제품명,기존_brand_name,반영_brand_name
7d6324b2-1216-4aa5-b34a-043e26708076,페스룸 퓨어 캣 드링크 10p,쿠팡검색,페스룸
7dc0ecea-1a32-4059-91a6-180c67596513,더스탠다드 신선한 반려동물 동결건조 간식 큐브 트릿,쿠팡검색,더스탠다드
7f4ff9f9-5589-4442-8258-c4597aee03b7,"누터스가든 고양이 덴티 캣 덴탈껌 17p, 80g, 3개, 닭고기",쿠팡검색,누터스가든
808eba12-cb35-4fbe-8fcf-81b77b39a151,"마이펫닥터 강아지 시그니처 유기농 기능성 사료, 눈물개선/눈건강, 1kg, 3개",쿠팡검색,마이펫닥터
82a4dffd-830d-4e82-8297-d4c821b3db3b,뉴트리나건강백서 전연령 강아지 기능성 사료,쿠팡검색,뉴트리나
82cf50c6-1907-49a4-839c-676be8b7b9b5,"보노네이처 고양이 인도어 건식사료, 참치, 10kg, 1개",쿠팡검색,보노네이처
83b02394-337a-4d85-a91e-69dc4e32c8d4,"탐사 반려동물 간식 황태채, 200g",쿠팡검색,탐사
84a2dc55-3c64-474d-8846-5079e154a1d6,캐츠랑 고양이 저요저요 보양간식,쿠팡검색,캐츠랑
85538c64-2ad7-47bb-9b44-95b88b35c77f,마이펫닥터 시그니처 유기농 강아지 사료,쿠팡검색,마이펫닥터
86294536-a72d-487d-9a52-2c56b79433aa,"프로바이오틱 라이브 소형성견용 강아지 건식사료, 연어, 2kg, 1개",쿠팡검색,프로바이오틱라이브
875207ea-3e92-4671-9f39-a4df1d9fdfb6,펫프레시 촉촉치킨25g 강아지 고양이 저알러지 눈물자국 신장 수제간식 원물간식,쿠팡검색,펫프레시
8850133e-2ebe-40bb-8f3c-9becebd581d7,유한양행레시피브이 강아지 처방식사료,쿠팡검색,유한양행레시피브이
89600c2e-65b6-48f5-bdb8-ebc0b3d74c79,탐사 고양이 뉴고메 덴탈껌,쿠팡검색,탐사
896c84aa-ec7a-41ba-9946-1d97e36b94f3,잘먹잘싸 전연령용 고양이 건식사료,쿠팡검색,잘먹잘싸
89e94732-a91e-4c37-8392-acb75fb1f3d5,"로얄 어드밴스캔, 고양이간식캔, 어드밴스 콤보, 85g, 24개",쿠팡검색,로얄
8a62a782-db60-48b4-8c72-d655715000dc,풀무원아미오 전연령 자연담은 식단 강아지 건식사료,쿠팡검색,풀무원아미오
8bb149db-bf83-44fd-940a-34f293edda17,더캣츠 고양이 쿠키샌드 간식,쿠팡검색,더캣츠
8bf77a40-199d-49a2-9aa1-17123750d236,웁스 강아지 수제간식,쿠팡검색,웁스
8d6f95b3-0de8-445d-afae-bec042a172f3,뉴트리나건강백서 강아지 기능성 사료,쿠팡검색,뉴트리나
8de2cb8c-f461-409c-a0b0-da4da00aff3a,ANF 고양이 캔 생선,쿠팡검색,ANF
9091e536-2042-4d64-9357-4d647c67991e,캣스티발 캣그라스 스틱 간식 6p,쿠팡검색,캣스티발
918b17a0-be62-40fe-aba5-a20bd3c47f10,챠오츄르 고양이 츄르 유산균 크런키,쿠팡검색,챠오츄르
928de89f-a0d8-4dca-9165-3080589c1139,로얄캐닌 습식 고양이 사료 그레이비 인도어 7+ 85g,쿠팡검색,로얄캐닌
93450fff-2617-446a-b3e4-890027f5bd53,"보나시보 어덜트 고양이 건식 사료, 1개, 5kg, 양+쌀",쿠팡검색,보나시보
9413ab23-b83b-48b8-9ad8-607c0ec74c0c,펫츠몬 고양이 짜먹는 주식 스틱 30p,쿠팡검색,펫츠몬
94b21c43-4319-4c08-b6cd-82da25a6a0b2,챠오츄르 고양이 구루메 버라이어티 간식 60p,쿠팡상품,챠오츄르
